Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2018-06-12 18:40:10,false,"Kansas City Running","2.45","317","00:22:51","141","163","2.9","157","191","9:20","5:57","39","82","1.10","0.0","0.0","0.0","0.0","0.0","22:51","0:00","80.6","0:00","No","00:00.00","3","0.0"
Cycling,2018-06-11 19:51:57,false,"Kansas City Cycling","2.05","156","00:18:21","108","132","0.9","--","--","6.7","11.5","16","108","0.00","0.0","0.0","0.0","0.0","0.0","18:21","0:00","87.8","0:00","No","00:00.00","1","0.0"
Running,2018-06-11 18:54:12,false,"Kansas City Running","2.60","363","00:30:03","131","159","2.5","147","174","11:34","7:29","89","49","0.94","0.0","0.0","0.0","0.0","0.0","30:03","0:00","86.0","0:00","No","00:00.00","3","0.0"
Running,2018-06-09 13:25:29,false,"Kansas City Running","4.10","538","00:34:40","153","179","4.1","164","176","8:27","6:01","85","128","1.16","0.0","0.0","0.0","0.0","0.0","34:40","0:00","86.0","0:00","No","00:00.00","5","0.0"
Running,2018-06-05 15:49:26,false,"Kansas City Running","2.91","391","00:25:28","150","164","3.7","161","172","8:45","7:09","85","89","1.14","0.0","0.0","0.0","0.0","0.0","25:28","0:00","87.8","0:00","No","00:00.00","3","0.0"
Running,2018-06-04 19:43:03,false,"Kansas City Running","4.37","567","00:47:07","131","167","3.6","129","177","10:48","6:55","118","135","1.15","0.0","0.0","0.0","0.0","0.0","47:07","0:00","77.0","0:00","No","00:00.00","5","0.0"
Running,2018-05-31 16:59:08,false,"Kansas City Running","0.83","122","00:08:08.0","150","169","2.4","148","176","9:51","7:54","46","72","1.10","0.0","0.0","0.0","0.0","0.0","8:08.0","0:00","78.8","0:00","No","00:00.00","1","0.0"
Running,2018-05-31 16:17:59,false,"Kansas City Running","0.81","113","00:07:48.1","144","165","2.3","150","175","9:41","6:55","75","49","1.11","0.0","0.0","0.0","0.0","0.0","7:48.1","0:00","78.8","0:00","No","00:00.00","1","0.0"
Running,2018-05-30 18:49:42,false,"Kansas City Running","3.01","409","00:27:10","148","173","3.8","155","178","9:02","6:43","69","95","1.15","0.0","0.0","0.0","0.0","0.0","27:10","0:00","82.4","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-05-29 18:30:15,false,"Treadmill Running","1.50","200","00:15:57","130","138","2.3","141","166","10:38","7:35","--","--","1.13","0.0","0.0","0.0","0.0","0.0","15:57","0:00","75.2","0:00","No","00:00.00","2","0.0"
Cycling,2018-05-27 13:44:39,false,"Kansas City Cycling","1.73","110","00:15:55","100","119","0.5","--","--","6.5","13.4","26","125","0.00","0.0","0.0","0.0","0.0","0.0","15:55","0:00","95.0","0:00","No","00:00.00","1","0.0"
Cycling,2018-05-27 12:59:44,false,"Kansas City Cycling","1.90","143","00:24:09","94","121","0.5","--","--","4.7","14.6","131","154","0.00","0.0","0.0","0.0","0.0","0.0","24:09","0:00","93.2","0:00","No","00:00.00","1","0.0"
Running,2018-05-25 15:39:42,false,"Kansas City Running","3.00","417","00:28:34","143","163","3.5","157","170","9:30","7:33","89","82","1.08","0.0","0.0","0.0","0.0","0.0","28:34","0:00","84.2","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-05-24 12:16:14,false,"Treadmill Running","1.09","142","00:09:41.2","142","154","2.5","159","168","8:53","8:46","--","--","1.07","0.0","0.0","0.0","0.0","0.0","9:41.2","0:00","80.6","0:00","No","00:00.00","2","0.0"
Running,2018-05-23 13:29:44,false,"Kansas City Running","0.67","97","00:06:33.5","145","161","2.2","152","170","9:44","7:39","33","56","1.09","0.0","0.0","0.0","0.0","0.0","6:33.5","0:00","78.8","0:00","No","00:00.00","1","0.0"
Running,2018-05-23 12:28:14,false,"Kansas City Running","0.98","130","00:09:18.7","136","155","2.3","158","165","9:31","8:26","56","52","1.07","0.0","0.0","0.0","0.0","0.0","9:18.7","0:00","82.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-05-20 17:39:14,false,"Treadmill Running","1.00","130","00:08:52.0","142","150","2.4","160","169","8:52","5:30","--","--","1.22","0.0","0.0","0.0","0.0","0.0","8:52.0","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-05-20 16:59:03,false,"Treadmill Running","1.10","106","00:09:13.8","122","130","1.4","157","166","8:23","7:39","--","--","1.16","0.0","0.0","0.0","0.0","0.0","9:13.8","0:00","77.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-05-19 15:45:02,false,"Treadmill Running","2.00","239","00:17:29","135","144","2.7","160","166","8:44","6:06","--","--","1.21","0.0","0.0","0.0","0.0","0.0","17:29","0:00","77.0","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-05-18 12:51:37,false,"Treadmill Running","1.02","135","00:08:52.4","150","169","2.6","159","168","8:42","7:47","--","--","1.16","0.0","0.0","0.0","0.0","0.0","8:52.4","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-05-18 12:10:19,false,"Treadmill Running","1.03","137","00:09:27.7","140","152","2.4","148","172","9:11","7:21","--","--","1.21","0.0","0.0","0.0","0.0","0.0","9:27.7","0:00","78.8","0:00","No","00:00.00","2","0.0"
Running,2018-04-26 15:31:28,false,"Kansas City Running","4.22","575","00:35:53","157","177","4.1","165","236","8:30","5:10","128","135","1.15","0.0","0.0","0.0","0.0","0.0","35:53","0:00","75.2","0:00","No","00:00.00","5","0.0"
Treadmill Running,2018-04-25 16:41:51,false,"Treadmill Running","1.00","129","00:09:05.5","140","155","2.2","149","177","9:03","5:16","--","--","1.19","0.0","0.0","0.0","0.0","0.0","9:05.5","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-25 16:11:33,false,"Treadmill Running","0.90","116","00:07:44.3","146","158","2.2","160","177","8:35","5:51","--","--","1.17","0.0","0.0","0.0","0.0","0.0","7:44.3","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-24 15:56:27,false,"Treadmill Running","1.00","143","00:09:21.7","146","159","2.4","156","171","9:22","6:37","--","--","1.19","0.0","0.0","0.0","0.0","0.0","9:21.7","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-24 15:14:53,false,"Treadmill Running","0.55","67","00:04:14.0","155","159","2.0","169","175","7:41","5:38","--","--","1.24","0.0","0.0","0.0","0.0","0.0","4:14.0","0:00","78.8","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-22 15:12:00,false,"Treadmill Running","0.68","88","00:05:27.2","161","177","2.3","154","181","8:03","4:14","--","--","1.30","0.0","0.0","0.0","0.0","0.0","5:27.2","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-22 14:23:06,false,"Treadmill Running","1.10","123","00:09:15.3","135","154","2.1","147","181","8:25","4:17","--","--","1.28","0.0","0.0","0.0","0.0","0.0","9:15.3","0:00","77.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-21 14:45:36,false,"Treadmill Running","1.12","122","00:08:14.6","147","165","2.3","166","177","7:22","4:34","--","--","1.24","0.0","0.0","0.0","0.0","0.0","8:14.6","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-19 16:31:11,false,"Treadmill Running","0.81","94","00:10:13","112","130","1.0","108","183","12:38","5:09","--","--","1.18","0.0","0.0","0.0","0.0","0.0","10:13","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-15 12:20:23,false,"Treadmill Running","3.00","335","00:25:52","134","145","2.6","164","170","8:37","5:29","--","--","1.16","0.0","0.0","0.0","0.0","0.0","25:52","0:00","71.6","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-04-13 17:26:07,false,"Treadmill Running","0.95","114","00:07:54.7","142","154","2.2","152","177","8:21","4:29","--","--","1.26","0.0","0.0","0.0","0.0","0.0","7:54.7","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-12 12:00:44,false,"Treadmill Running","0.93","104","00:08:01.5","132","152","2.0","158","175","8:35","5:44","--","--","1.19","0.0","0.0","0.0","0.0","0.0","8:01.5","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-12 11:22:47,false,"Treadmill Running","1.01","131","00:09:31.3","140","152","2.2","146","171","9:27","4:40","--","--","1.17","0.0","0.0","0.0","0.0","0.0","9:31.3","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-10 18:18:19,false,"Treadmill Running","1.02","112","00:07:21.8","153","167","2.5","165","183","7:15","4:43","--","--","1.35","0.0","0.0","0.0","0.0","0.0","7:21.8","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-10 17:48:27,false,"Treadmill Running","1.00","117","00:07:59.0","144","151","2.3","162","175","7:59","5:51","--","--","1.25","0.0","0.0","0.0","0.0","0.0","7:59.0","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-09 13:31:15,false,"Treadmill Running","0.99","140","00:09:02.0","153","165","2.6","151","173","9:05","5:26","--","--","1.18","0.0","0.0","0.0","0.0","0.0","9:02.0","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-09 12:48:30,false,"Treadmill Running","0.99","130","00:08:56.0","143","159","2.4","151","175","8:59","6:18","--","--","1.18","0.0","0.0","0.0","0.0","0.0","8:56.0","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-06 13:04:02,false,"Treadmill Running","1.50","182","00:11:43","153","169","3.0","168","179","7:49","5:59","--","--","1.15","0.0","0.0","0.0","0.0","0.0","11:43","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-06 12:28:18,false,"Treadmill Running","1.50","232","00:23:02","124","154","2.7","93","175","15:22","4:44","--","--","1.16","0.0","0.0","0.0","0.0","0.0","23:02","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-04 16:23:14,false,"Treadmill Running","2.00","272","00:17:50","146","165","3.1","151","173","8:55","5:53","--","--","0.95","0.0","0.0","0.0","0.0","0.0","17:50","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-04-03 16:49:33,false,"Treadmill Running","0.67","155","00:16:29","116","148","2.0","74","171","24:47","7:09","--","--","0.88","0.0","0.0","0.0","0.0","0.0","16:29","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-03 16:20:09,false,"Treadmill Running","0.87","159","00:13:01","129","147","2.2","102","175","14:59","5:59","--","--","1.06","0.0","0.0","0.0","0.0","0.0","13:01","0:00","69.8","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-04-02 16:32:46,false,"Treadmill Running","0.82","139","00:12:28","124","148","2.2","106","173","15:15","5:48","--","--","1.00","0.0","0.0","0.0","0.0","0.0","12:28","0:00","66.2","0:00","No","00:00.00","1","0.0"
Cycling,2018-03-31 14:14:17,false,"Kansas City Cycling","1.93","114","00:15:28","102","126","0.6","--","--","7.5","20.2","13","141","0.00","0.0","0.0","0.0","0.0","0.0","15:28","0:00","69.8","0:00","No","00:00.00","1","0.0"
Cycling,2018-03-31 13:23:28,false,"Kansas City Cycling","1.27","138","00:18:43","103","128","0.7","--","--","4.1","9.2","128","3","0.00","0.0","0.0","0.0","0.0","0.0","18:43","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-30 12:48:10,false,"Treadmill Running","0.46","69","00:05:55.4","124","152","1.3","114","175","12:46","6:43","--","--","1.11","0.0","0.0","0.0","0.0","0.0","5:55.4","0:00","78.8","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-29 16:10:30,false,"Treadmill Running","0.84","131","00:08:20.0","153","163","2.4","153","179","9:56","5:51","--","--","1.06","0.0","0.0","0.0","0.0","0.0","8:20.0","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-29 15:32:08,false,"Treadmill Running","0.87","161","00:15:20","124","166","2.4","89","171","17:42","6:42","--","--","1.03","0.0","0.0","0.0","0.0","0.0","15:20","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-28 18:27:45,false,"Treadmill Running","0.90","247","00:29:49","115","155","2.3","56","166","33:07","8:24","--","--","0.87","0.0","0.0","0.0","0.0","0.0","29:49","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-28 17:55:25,false,"Treadmill Running","0.10","15","00:01:06.3","138","144","0.4","138","169","11:22","7:08","--","--","1.02","0.0","0.0","0.0","0.0","0.0","1:06.3","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-27 16:03:28,false,"Treadmill Running","0.83","134","00:08:42.2","151","168","2.4","146","171","10:33","7:07","--","--","1.04","0.0","0.0","0.0","0.0","0.0","8:42.2","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-27 15:31:58,false,"Treadmill Running","0.87","143","00:11:12","133","151","2.2","121","169","12:51","6:05","--","--","1.03","0.0","0.0","0.0","0.0","0.0","11:12","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-26 17:27:55,false,"Treadmill Running","0.47","79","00:05:30.4","145","158","1.9","142","171","11:48","7:25","--","--","0.96","0.0","0.0","0.0","0.0","0.0","5:30.4","0:00","78.8","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-26 16:35:42,false,"Treadmill Running","0.82","112","00:07:49.0","139","153","2.1","161","171","9:29","7:05","--","--","1.05","0.0","0.0","0.0","0.0","0.0","7:49.0","0:00","77.0","0:00","No","00:00.00","1","0.0"
Running,2018-03-24 13:47:14,false,"Kansas City Running","2.64","447","00:35:46","141","171","3.1","130","234","13:34","8:49","92","56","0.91","0.0","0.0","0.0","0.0","0.0","35:46","0:00","55.4","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-03-18 15:49:50,false,"Treadmill Running","0.86","138","00:10:25","134","158","2.1","142","168","12:06","7:10","--","--","0.94","0.0","0.0","0.0","0.0","0.0","10:25","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-15 20:17:43,false,"Treadmill Running","0.87","171","00:17:52","118","159","2.0","78","173","20:31","7:05","--","--","1.00","0.0","0.0","0.0","0.0","0.0","17:52","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-13 16:01:29,false,"Treadmill Running","0.66","90","00:07:57.3","123","147","1.3","119","183","11:59","5:59","--","--","1.13","0.0","0.0","0.0","0.0","0.0","7:57.3","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-12 17:04:18,false,"Treadmill Running","0.84","101","00:07:18.8","135","151","2.0","164","180","8:45","6:02","--","--","1.12","0.0","0.0","0.0","0.0","0.0","7:18.8","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-12 16:37:33,false,"Treadmill Running","0.89","110","00:07:53.1","139","158","2.0","158","185","8:53","5:32","--","--","1.15","0.0","0.0","0.0","0.0","0.0","7:53.1","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-11 12:25:47,false,"Treadmill Running","0.84","123","00:09:04.1","136","153","2.1","145","177","10:44","7:09","--","--","1.03","0.0","0.0","0.0","0.0","0.0","9:04.1","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-09 16:08:35,false,"Treadmill Running","0.85","112","00:07:43.8","142","160","2.1","154","189","9:03","5:16","--","--","1.15","0.0","0.0","0.0","0.0","0.0","7:43.8","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-09 15:30:34,false,"Treadmill Running","0.85","121","00:08:20.2","142","161","2.2","152","177","9:50","7:01","--","--","1.08","0.0","0.0","0.0","0.0","0.0","8:20.2","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-08 14:12:01,false,"Treadmill Running","1.00","191","00:16:15","134","164","2.3","111","178","16:14","5:42","--","--","0.89","0.0","0.0","0.0","0.0","0.0","16:15","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-03-08 13:29:39,false,"Treadmill Running","0.86","130","00:09:11.3","142","159","2.3","144","175","10:41","6:54","--","--","1.05","0.0","0.0","0.0","0.0","0.0","9:11.3","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-07 16:15:05,false,"Treadmill Running","0.33","111","00:12:12","116","161","1.2","51","171","37:09","7:20","--","--","0.85","0.0","0.0","0.0","0.0","0.0","12:12","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-07 15:40:29,false,"Treadmill Running","0.83","111","00:07:10.5","150","165","2.2","164","179","8:38","6:54","--","--","1.14","0.0","0.0","0.0","0.0","0.0","7:10.5","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-06 14:16:48,false,"Treadmill Running","0.64","125","00:08:52.0","144","158","2.2","120","175","13:45","5:47","--","--","0.98","0.0","0.0","0.0","0.0","0.0","8:52.0","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-06 13:25:12,false,"Treadmill Running","0.84","128","00:09:18.0","137","153","2.1","145","175","11:02","6:48","--","--","1.00","0.0","0.0","0.0","0.0","0.0","9:18.0","0:00","66.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-03 13:48:22,false,"Treadmill Running","0.70","90","00:05:59.0","145","151","2.0","173","179","8:30","6:40","--","--","1.10","0.0","0.0","0.0","0.0","0.0","5:59.0","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-02 16:17:05,false,"Treadmill Running","0.83","105","00:07:00.0","145","161","2.1","172","187","8:23","6:10","--","--","1.11","0.0","0.0","0.0","0.0","0.0","7:00.0","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-03-02 15:48:25,false,"Treadmill Running","0.93","112","00:07:33.2","146","168","2.2","168","187","8:07","5:53","--","--","1.18","0.0","0.0","0.0","0.0","0.0","7:33.2","0:00","75.2","0:00","No","00:00.00","1","0.0"
Running,2018-03-01 15:56:21,false,"Kansas City Running","4.24","563","00:37:08","151","162","3.7","164","178","8:46","6:53","115","131","1.12","0.0","0.0","0.0","0.0","0.0","37:08","0:00","59.0","0:00","No","00:00.00","5","0.0"
Treadmill Running,2018-02-28 15:51:00,false,"Treadmill Running","0.98","121","00:07:45.6","151","162","2.3","162","175","7:57","5:58","--","--","1.25","0.0","0.0","0.0","0.0","0.0","7:45.6","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-28 15:08:58,false,"Treadmill Running","0.99","147","00:12:46","128","158","2.2","102","175","12:54","6:55","--","--","1.22","0.0","0.0","0.0","0.0","0.0","12:46","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-27 16:32:57,false,"Treadmill Running","1.01","107","00:07:03.0","147","166","2.3","172","200","7:00","4:32","--","--","1.34","0.0","0.0","0.0","0.0","0.0","7:03.0","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-27 15:37:44,false,"Treadmill Running","0.99","155","00:12:27","135","163","2.4","102","177","12:37","6:41","--","--","1.26","0.0","0.0","0.0","0.0","0.0","12:27","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-26 10:41:41,false,"Treadmill Running","0.97","109","00:07:07.5","145","164","2.2","171","185","7:22","5:44","--","--","1.27","0.0","0.0","0.0","0.0","0.0","7:07.5","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-26 09:54:39,false,"Treadmill Running","1.00","116","00:08:10.2","144","156","2.2","160","177","8:09","6:09","--","--","1.23","0.0","0.0","0.0","0.0","0.0","8:10.2","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-24 13:46:10,false,"Treadmill Running","0.98","111","00:07:57.1","139","150","2.2","161","173","8:08","6:21","--","--","1.23","0.0","0.0","0.0","0.0","0.0","7:57.1","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-21 20:51:06,false,"Treadmill Running","0.65","74","00:05:13.5","143","158","2.0","160","183","8:04","5:48","--","--","1.25","0.0","0.0","0.0","0.0","0.0","5:13.5","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-21 20:14:27,false,"Treadmill Running","0.90","109","00:07:39.3","142","151","2.2","154","173","8:33","7:18","--","--","1.22","0.0","0.0","0.0","0.0","0.0","7:39.3","0:00","71.6","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-19 16:35:30,false,"Treadmill Running","1.00","145","00:10:07","149","168","2.6","135","173","10:05","7:21","--","--","1.18","0.0","0.0","0.0","0.0","0.0","10:07","0:00","77.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-19 15:54:23,false,"Treadmill Running","1.00","105","00:08:42.9","128","142","2.0","152","171","8:42","7:07","--","--","1.22","0.0","0.0","0.0","0.0","0.0","8:42.9","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-17 14:25:47,false,"Treadmill Running","2.00","216","00:14:48","147","158","3.0","167","189","7:24","5:03","--","--","1.29","0.0","0.0","0.0","0.0","0.0","14:48","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-16 16:20:35,false,"Treadmill Running","1.00","148","00:10:00","151","166","2.7","134","171","9:59","6:03","--","--","1.20","0.0","0.0","0.0","0.0","0.0","10:00","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-16 15:46:14,false,"Treadmill Running","1.00","127","00:09:45.3","135","148","2.2","137","172","9:45","5:22","--","--","1.59","0.0","0.0","0.0","0.0","0.0","9:45.3","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-15 15:53:37,false,"Treadmill Running","1.32","105","00:09:46.2","121","143","1.8","138","173","7:24","5:29","--","--","1.56","0.0","0.0","0.0","0.0","0.0","9:46.2","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-15 15:27:58,false,"Treadmill Running","0.53","71","00:05:38.7","134","154","1.7","95","171","10:36","5:17","--","--","1.59","0.0","0.0","0.0","0.0","0.0","5:38.7","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-09 13:00:24,false,"Treadmill Running","1.50","132","00:08:45.9","156","165","2.5","168","177","5:51","6:46","--","--","1.25","0.0","0.0","0.0","0.0","0.0","8:45.9","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-09 12:07:33,false,"Treadmill Running","1.49","199","00:19:14","127","160","2.5","106","175","12:54","7:55","--","--","0.97","0.0","0.0","0.0","0.0","0.0","19:14","0:00","71.6","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-08 16:16:13,false,"Treadmill Running","1.00","147","00:14:02","125","147","2.1","135","185","14:00","7:08","--","--","0.85","0.0","0.0","0.0","0.0","0.0","14:02","0:00","69.8","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-08 15:43:14,false,"Treadmill Running","0.89","137","00:11:50","130","151","2.2","118","175","13:15","8:00","--","--","1.03","0.0","0.0","0.0","0.0","0.0","11:50","0:00","71.6","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-07 14:06:38,false,"Treadmill Running","1.50","303","00:33:41","126","171","3.1","82","171","22:27","5:25","--","--","1.01","0.0","0.0","0.0","0.0","0.0","33:41","0:00","71.6","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-07 13:29:24,false,"Treadmill Running","1.50","185","00:13:42","143","160","2.8","133","173","9:08","6:59","--","--","1.23","0.0","0.0","0.0","0.0","0.0","13:42","0:00","69.8","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-05 12:56:18,false,"Treadmill Running","2.00","235","00:18:33","140","158","3.0","140","175","9:16","7:44","--","--","1.11","0.0","0.0","0.0","0.0","0.0","18:33","0:00","71.6","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-02-01 16:43:21,false,"Treadmill Running","0.48","51","00:04:26.4","125","131","0.8","155","171","9:16","7:41","--","--","1.12","0.0","0.0","0.0","0.0","0.0","4:26.4","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-02-01 16:02:06,false,"Treadmill Running","0.91","97","00:08:04.0","128","140","1.6","160","173","8:50","7:36","--","--","1.14","0.0","0.0","0.0","0.0","0.0","8:04.0","0:00","60.8","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-30 16:24:01,false,"Treadmill Running","3.07","404","00:35:11","141","175","3.5","132","175","11:27","5:46","--","--","1.09","0.0","0.0","0.0","0.0","0.0","35:11","0:00","69.8","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-01-25 13:05:44,false,"Treadmill Running","0.93","106","00:07:31.4","145","157","2.1","154","185","8:07","6:22","--","--","1.28","0.0","0.0","0.0","0.0","0.0","7:31.4","0:00","71.6","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-22 17:06:39,false,"Treadmill Running","1.03","115","00:08:18.5","145","154","2.2","158","175","8:05","6:09","--","--","1.24","0.0","0.0","0.0","0.0","0.0","8:18.5","0:00","73.4","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-01-22 16:33:05,false,"Treadmill Running","1.00","119","00:10:14","131","151","2.0","129","173","10:13","7:13","--","--","1.22","0.0","0.0","0.0","0.0","0.0","10:14","0:00","68.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-01-21 15:01:07,false,"Treadmill Running","1.04","126","00:08:57.3","149","166","2.3","150","173","8:36","5:49","--","--","1.21","0.0","0.0","0.0","0.0","0.0","8:57.3","0:00","77.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-01-21 14:26:32,false,"Treadmill Running","1.00","104","00:08:03.0","136","148","2.0","160","173","8:02","7:06","--","--","1.25","0.0","0.0","0.0","0.0","0.0","8:03.0","0:00","77.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-01-16 20:11:48,false,"Treadmill Running","1.00","143","00:10:08","151","166","2.5","130","173","10:06","5:51","--","--","1.23","0.0","0.0","0.0","0.0","0.0","10:08","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-01-16 19:24:25,false,"Treadmill Running","0.95","92","00:07:01.4","138","145","2.0","168","183","7:23","5:39","--","--","1.30","0.0","0.0","0.0","0.0","0.0","7:01.4","0:00","66.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-15 19:24:28,false,"Treadmill Running","1.00","110","00:09:30.6","127","142","1.8","138","173","9:31","6:52","--","--","1.23","0.0","0.0","0.0","0.0","0.0","9:30.6","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-15 18:06:21,false,"Treadmill Running","1.00","116","00:08:46.0","140","156","2.2","149","183","8:47","6:23","--","--","1.23","0.0","0.0","0.0","0.0","0.0","8:46.0","0:00","71.6","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-01-14 14:55:31,false,"Treadmill Running","2.05","216","00:15:49","143","157","2.8","167","177","7:43","6:18","--","--","1.16","0.0","0.0","0.0","0.0","0.0","15:49","0:00","69.8","0:00","No","00:00.00","2","0.0"
